Package,LibPath,Version,Priority,Depends,Imports,NeedsCompilation,Built,where_at,source
patchwork,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1.0.9000,NA,NA,"ggplot2 (>= 3.0.0), gtable, grid, stats, grDevices, utils,
graphics",no,4.1.0,thomasp85/patchwork,GitHub
pbapply,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4-3,NA,R (>= 3.2.0),parallel,no,4.1.0,CRAN,NA
pbkrtest,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.5.1,NA,"R (>= 3.5.0), lme4 (>= 1.1.10)","broom, dplyr, magrittr, MASS, Matrix (>= 1.2.3), methods,
numDeriv, parallel, knitr",no,4.1.0,CRAN,NA
pdftools,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.0.1,NA,NA,"Rcpp (>= 0.12.12), qpdf",yes,4.1.0,CRAN,NA
PerformanceAnalytics,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.0.4,NA,"R (>= 3.5.0), xts (>= 0.10.0)","methods, quadprog, zoo",yes,4.1.0,CRAN,NA
pillar,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.6.2,NA,NA,"cli, crayon (>= 1.3.4), ellipsis (>= 0.3.2), fansi, lifecycle,
rlang (>= 0.3.0), utf8 (>= 1.1.0), utils, vctrs (>= 0.3.8)",no,4.1.0,CRAN,NA
pins,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.99.9000,NA,R (>= 3.2.0),"arrow, cli, digest, ellipsis, filelock, fs, glue, httr,
jsonlite, lifecycle, magrittr, mime, openssl, rappdirs, rlang,
tibble, whisker, withr, yaml, zip",no,4.1.0,rstudio/pins,GitHub
pitchRx,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.8.2,NA,"R (>= 2.15.1), ggplot2 (>= 0.9.3)","XML2R (>= 0.0.6), plyr, MASS, hexbin, mgcv",no,4.1.0,CRAN,NA
piton,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.0,NA,NA,Rcpp,yes,4.1.0,CRAN,NA
pkgbuild,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.2.0,NA,R (>= 3.1),"callr (>= 3.2.0), cli, crayon, desc, prettyunits, R6,
rprojroot, withr (>= 2.1.2)",no,4.1.0,CRAN,NA
pkgcache,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.2.1,NA,R (>= 3.1),"assertthat, callr (>= 2.0.4.9000), cli (>= 2.0.0), curl (>=
3.2), digest, filelock, glue, jsonlite, prettyunits, R6,
processx (>= 3.3.0.9001), rappdirs, rlang, tibble, tools,
utils, uuid",no,4.1.0,CRAN,NA
pkgconfig,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.0.3,NA,NA,utils,no,4.1.0,CRAN,NA
pkgdown,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.6.1,NA,R (>= 3.1.0),"callr (>= 2.0.2), crayon, desc, digest, downlit, fs (>=
1.3.0), httr (>= 1.4.2), magrittr, memoise, openssl, purrr,
ragg, rematch2, rlang (>= 0.3.0), rmarkdown (>= 1.1.9007),
tibble, tools, whisker, withr, xml2 (>= 1.3.1), yaml",no,4.1.0,CRAN,NA
pkgload,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.2.1,NA,NA,"cli, crayon, desc, methods, rlang, rprojroot, rstudioapi,
utils, withr",yes,4.1.0,CRAN,NA
PKI,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1-8,NA,"R (>= 2.9.0), base64enc",NA,yes,4.1.0,CRAN,NA
plogr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.0,NA,NA,NA,no,4.1.0,CRAN,NA
plot3D,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.3,NA,R (>= 2.15),"misc3d, stats, graphics, grDevices, methods",no,4.1.0,CRAN,NA
plotly,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,4.9.4.1,NA,"R (>= 3.2.0), ggplot2 (>= 3.0.0)","tools, scales, httr (>= 1.3.0), jsonlite (>= 1.6), magrittr,
digest, viridisLite, base64enc, htmltools (>= 0.3.6),
htmlwidgets (>= 1.5.2.9001), tidyr (>= 1.0.0), RColorBrewer,
dplyr, vctrs, tibble, lazyeval (>= 0.2.0), rlang (>= 0.4.10),
crosstalk, purrr, data.table, promises",no,4.1.0,CRAN,NA
plotmo,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.6.0,NA,"R (>= 3.4.0), Formula (>= 1.2-3), plotrix, TeachingDemos",NA,no,4.1.0,CRAN,NA
plotrix,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.8-1,NA,R (>= 3.5.0),"grDevices, graphics, stats, utils",no,4.1.0,CRAN,NA
plumber,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1.0,NA,R (>= 3.0.0),"R6 (>= 2.0.0), stringi (>= 0.3.0), jsonlite (>= 0.9.16),
webutils (>= 1.1), httpuv (>= 1.5.0), crayon, promises (>=
1.1.0), sodium, swagger (>= 3.33.0), magrittr, mime, lifecycle
(>= 0.2.0), ellipsis (>= 0.3.0), rlang",no,4.1.0,CRAN,NA
plyr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.8.6,NA,R (>= 3.1.0),Rcpp (>= 0.11.0),yes,4.1.0,CRAN,NA
png,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1-7,NA,R (>= 2.9.0),NA,yes,4.1.0,CRAN,NA
pointblank,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.7.0.9000,NA,R (>= 3.5.0),"base64enc (>= 0.1-3), blastula (>= 0.3.2), cli (>= 2.2.0), DBI
(>= 1.1.0), digest (>= 0.6.25), dplyr (>= 1.0.2), dbplyr (>=
1.4.4), fs (>= 1.4.1), glue (>= 1.4.2), gt (>= 0.2.2),
htmltools (>= 0.5.0), knitr (>= 1.30), rlang (>= 0.4.9),
magrittr, scales (>= 1.1.1), testthat (>= 2.3.2), tibble (>=
3.0.4), tidyr (>= 1.1.2), tidyselect (>= 1.1.0), yaml (>=
2.2.1)",no,4.1.0,rich-iannone/pointblank,GitHub
polite,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.1,NA,NA,"here, httr, magrittr, memoise, ratelimitr, robotstxt, rvest,
stats, usethis",no,4.1.0,CRAN,NA
polyclip,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.10-0,NA,R (>= 3.0.0),NA,yes,4.1.0,CRAN,NA
polynom,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4-0,NA,NA,"stats, graphics",no,4.1.0,CRAN,NA
postcards,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.0,NA,NA,"utils, rmarkdown, rstudioapi",no,4.1.0,CRAN,NA
prabclus,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.3-2,NA,"R (>= 2.10), MASS, mclust",NA,no,4.1.0,CRAN,NA
praise,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.0,NA,NA,NA,no,4.1.0,CRAN,NA
prettifyAddins,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.0.3,NA,NA,"shiny, rstudioapi, tools, xml2, webdriver, XRJulia, httr,
utils",no,4.1.0,CRAN,NA
prettycode,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1.0,NA,NA,"crayon, utils",no,4.1.0,CRAN,NA
prettyunits,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1.1,NA,NA,NA,no,4.1.0,CRAN,NA
prismatic,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.0,NA,R (>= 3.2),farver (>= 2.0.1),no,4.1.0,CRAN,NA
pROC,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.17.0.1,NA,R (>= 2.14),"methods, plyr, Rcpp (>= 0.11.1)",yes,4.1.0,CRAN,NA
processx,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.5.2,NA,NA,"ps (>= 1.2.0), R6, utils",yes,4.1.0,CRAN,NA
prodlim,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2019.11.13,NA,R (>= 2.9.0),"Rcpp (>= 0.11.5), stats, grDevices, graphics, survival,
KernSmooth, lava",yes,4.1.0,CRAN,NA
profmem,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.6.0,NA,NA,utils,no,4.1.0,CRAN,NA
profvis,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.7,NA,R (>= 3.0),"htmlwidgets (>= 0.3.2), stringr",yes,4.1.0,CRAN,NA
progress,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.2.2,NA,NA,"hms, prettyunits, R6, crayon",no,4.1.0,CRAN,NA
progressr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.7.0,NA,R (>= 3.5.0),"digest, utils",no,4.1.0,CRAN,NA
proj4,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0-10.1,NA,R (>= 2.0.0),NA,yes,4.1.0,CRAN,NA
promises,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.2.0.1,NA,NA,"R6, Rcpp, later, rlang, stats, magrittr",yes,4.1.0,CRAN,NA
proto,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.0,NA,NA,NA,no,4.1.0,CRAN,NA
proxy,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.4-25,NA,R (>= 3.4.0),"stats, utils",yes,4.1.0,CRAN,NA
pryr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.4,NA,R (>= 3.1.0),"stringr, codetools, methods, Rcpp (>= 0.11.0)",yes,4.1.0,CRAN,NA
ps,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.6.0,NA,R (>= 3.1),utils,yes,4.1.0,CRAN,NA
psych,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.1.3,NA,NA,"mnormt,parallel,stats,graphics,grDevices,methods,lattice,nlme",no,4.1.0,CRAN,NA
purrr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.4,NA,R (>= 3.2),"magrittr (>= 1.5), rlang (>= 0.3.1)",yes,4.1.0,CRAN,NA
qpdf,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1,NA,NA,"Rcpp, askpass, curl",yes,4.1.0,CRAN,NA
qs,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.25.1,NA,R (>= 3.0.2),"Rcpp, RApiSerialize, stringfish (>= 0.15.1)",yes,4.1.0,CRAN,NA
quadprog,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.5-8,NA,R (>= 3.1.0),NA,yes,4.1.0,CRAN,NA
Quandl,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.10.0,NA,"R (>= 2.15.0), xts","httr (>= 0.6.1), zoo, jsonlite (>= 0.9.14)",no,4.1.0,CRAN,NA
quantmod,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.4.18,NA,"R (>= 3.2.0), xts(>= 0.9-0), zoo, TTR(>= 0.2), methods",curl,no,4.1.0,CRAN,NA
quantreg,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,5.85,NA,"R (>= 2.6), stats, SparseM","methods, graphics, Matrix, MatrixModels, conquer",yes,4.1.0,CRAN,NA
quarto,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3,NA,NA,"utils,rmarkdown,jsonlite,yaml,processx,rstudioapi,later",no,4.1.0,quarto-dev/quarto-r,GitHub
R.cache,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.15.0,NA,R (>= 2.14.0),"utils, R.methodsS3 (>= 1.8.1), R.oo (>= 1.24.0), R.utils (>=
2.10.1), digest (>= 0.6.13)",no,4.1.0,CRAN,NA
R.methodsS3,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.8.1,NA,R (>= 2.13.0),utils,no,4.1.0,CRAN,NA
R.oo,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.24.0,NA,"R (>= 2.13.0), R.methodsS3 (>= 1.8.0)","methods, utils",no,4.1.0,CRAN,NA
R.utils,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.10.1,NA,"R (>= 2.14.0), R.oo (>= 1.23.0)","methods, utils, tools, R.methodsS3 (>= 1.8.0)",no,4.1.0,CRAN,NA
R6,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.5.0,NA,R (>= 3.0),NA,no,4.1.0,CRAN,NA
radix,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.6,NA,NA,"utils, stats, tools, rmarkdown (>= 1.10), bookdown (>= 0.8),
xfun (>= 0.2), htmltools, jsonlite (>= 1.3), lubridate, png,
mime, rstudioapi, rprojroot, xml2, base64enc, whisker,
downloader, progress, stringr, knitr (>= 1.15.6), digest, yaml",no,4.1.0,CRAN,NA
ragg,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1.2,NA,NA,"systemfonts (>= 1.0.0), textshaping (>= 0.3.0)",yes,4.1.0,CRAN,NA
rando,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.0,NA,NA,"dplyr, glue, rlang, stats, tibble",no,4.1.0,CRAN,NA
ranger,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.12.1,NA,R (>= 3.1),"Rcpp (>= 0.11.2), Matrix",yes,4.1.0,CRAN,NA
rapidjsonr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.2.0,NA,NA,NA,yes,4.1.0,CRAN,NA
RApiSerialize,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.0,NA,NA,NA,yes,4.1.0,CRAN,NA
rappdirs,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.3,NA,R (>= 3.2),NA,yes,4.1.0,CRAN,NA
raster,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.4-10,NA,"sp (>= 1.4.1), R (>= 3.4.0)","Rcpp, methods",yes,4.1.0,CRAN,NA
ratelimitr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.4.1,NA,NA,assertthat,no,4.1.0,CRAN,NA
rclipboard,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.3,NA,R (>= 3.3.0),shiny,no,4.1.0,CRAN,NA
rcmdcheck,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.3.3,NA,NA,"callr (>= 3.1.1.9000), cli (>= 1.1.0), crayon, desc (>=
1.2.0), digest, pkgbuild, prettyunits, R6, rprojroot,
sessioninfo (>= 1.1.1), utils, withr, xopen",no,4.1.0,CRAN,NA
RColorBrewer,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1-2,NA,R (>= 2.0.0),NA,no,4.1.0,CRAN,NA
Rcpp,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.7,NA,NA,"methods, utils",yes,4.1.0,CRAN,NA
RcppArmadillo,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.10.4.0.0,NA,R (>= 3.3.0),"Rcpp (>= 0.11.0), stats, utils, methods",yes,4.1.0,CRAN,NA
RcppEigen,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.3.9.1,NA,NA,"Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils",yes,4.1.0,CRAN,NA
RcppParallel,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,5.1.4,NA,R (>= 3.0.2),NA,yes,4.1.0,CRAN,NA
RcppRoll,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.0,NA,R (>= 2.15.1),Rcpp,yes,4.1.0,CRAN,NA
RCurl,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.98-1.3,NA,"R (>= 3.4.0), methods",bitops,yes,4.1.0,CRAN,NA
reactable,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.3.9000,NA,R (>= 3.1),"digest, htmltools, htmlwidgets, jsonlite, reactR",no,4.1.0,glin/reactable,GitHub
reactR,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.4.4,NA,NA,htmltools,no,4.1.0,CRAN,NA
readr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.0.0,NA,R (>= 3.1),"cli, clipr, crayon, hms (>= 0.4.1), methods, rlang, R6,
tibble, vroom (>= 1.5.2), utils, lifecycle (>= 0.2.0)",yes,4.1.0,CRAN,NA
readxl,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.3.1,NA,NA,"cellranger, Rcpp (>= 0.12.18), tibble (>= 1.3.1), utils",yes,4.1.0,CRAN,NA
recipes,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.16,NA,"R (>= 3.1), dplyr","ellipsis, generics (>= 0.1.0), glue, gower, ipred, lifecycle,
lubridate, magrittr, Matrix, purrr (>= 0.2.3), rlang (>=
0.4.0), stats, tibble, tidyr (>= 1.0.0), tidyselect (>= 1.1.0),
timeDate, utils, withr",no,4.1.0,CRAN,NA
reldist,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.6-6,NA,NA,"mgcv, Hmisc",no,4.1.0,CRAN,NA
rematch,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.1,NA,NA,NA,no,4.1.0,CRAN,NA
rematch2,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.1.2,NA,NA,tibble,no,4.1.0,CRAN,NA
remedy,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.0,NA,NA,"knitr, rstudioapi, rematch2, utils, stats",no,4.1.0,CRAN,NA
remote,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.2.1,NA,"R (>= 2.10), Rcpp (>= 0.10.3), raster, methods","grDevices, gridExtra, latticeExtra, mapdata, scales, stats,
utils",yes,4.1.0,CRAN,NA
remotes,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.3.0,NA,R (>= 3.0.0),"methods, stats, tools, utils",no,4.1.0,CRAN,NA
renv,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.13.2,NA,NA,utils,no,4.1.0,CRAN,NA
repr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1.3,NA,R (>= 3.0.1),"utils, grDevices, htmltools, jsonlite, pillar (>= 1.4.0),
base64enc",no,4.1.0,CRAN,NA
reprex,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.0.0,NA,R (>= 3.3),"callr (>= 3.6.0), cli (>= 2.3.1), clipr (>= 0.4.0), fs, glue,
knitr (>= 1.23), rlang (>= 0.4.0), rmarkdown, rstudioapi,
utils, withr (>= 2.3.0)",no,4.1.0,CRAN,NA
repurrrsive,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.0,NA,R (>= 2.10),"tibble, utils",no,4.1.0,CRAN,NA
reshape,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.8.8,NA,R (>= 2.6.1),plyr,yes,4.1.0,CRAN,NA
reshape2,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4.4,NA,R (>= 3.1),"plyr (>= 1.8.1), Rcpp, stringr",yes,4.1.0,CRAN,NA
reticulate,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.20,NA,R (>= 3.0),"Matrix, Rcpp (>= 0.12.7), graphics, jsonlite, methods, png,
rappdirs, utils, withr",yes,4.1.0,CRAN,NA
revealjs,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.9,NA,R (>= 3.0),rmarkdown (>= 1.0),no,4.1.0,CRAN,NA
rex,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.2.0,NA,NA,lazyeval,no,4.1.0,CRAN,NA
RForcecom,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1,NA,R (>= 3.1.0),"XML, httr, plyr, methods, RCurl, utils",no,4.1.0,CRAN,NA
rgdal,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.5-23,NA,"R (>= 3.5.0), methods, sp (>= 1.1-0)","grDevices, graphics, stats, utils",yes,4.1.0,CRAN,NA
rgeos,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.5-5,NA,"R (>= 3.3.0), methods, sp (>= 1.1-0)","utils, stats, graphics",yes,4.1.0,CRAN,NA
rgl,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.106.8,NA,R (>= 3.3.0),"graphics, grDevices, stats, utils, htmlwidgets, htmltools,
knitr, jsonlite (>= 0.9.20), shiny, magrittr, crosstalk,
manipulateWidget (>= 0.9.0)",yes,4.1.0,CRAN,NA
RgoogleMaps,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4.5.3,NA,R (>= 2.10),"graphics, stats, utils, grDevices, methods, png,sp",no,4.1.0,CRAN,NA
riingo,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.1,NA,R (>= 2.10),"crayon (>= 1.3.4), glue (>= 1.3.1), httr (>= 1.3.1), jsonlite
(>= 1.5), purrr (>= 0.2.4), rlang (>= 0.2.0), tibble (>=
1.4.2), vctrs (>= 0.3.0)",no,4.1.0,CRAN,NA
rio,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.5.26,NA,R (>= 2.15.0),"tools, stats, utils, foreign, haven (>= 1.1.2), curl (>= 0.6),
data.table (>= 1.9.8), readxl (>= 0.1.1), openxlsx, tibble",no,4.1.0,CRAN,NA
rjson,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.20,NA,R (>= 3.1.0),NA,yes,4.1.0,CRAN,NA
RJSONIO,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.3-1.4,NA,NA,methods,yes,4.1.0,CRAN,NA
rlang,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.4.11.9001,NA,R (>= 3.3.0),utils,yes,4.1.0,r-lib/rlang,GitHub
rlist,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.4.6.1,NA,R (>= 2.15),"yaml, jsonlite, XML, data.table",no,4.1.0,CRAN,NA
rmarkdown,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.10,NA,R (>= 3.0),"tools, utils, knitr (>= 1.22), yaml (>= 2.1.19), htmltools (>=
0.3.5), evaluate (>= 0.13), jsonlite, tinytex (>= 0.31), xfun
(>= 0.21), methods, stringr (>= 1.2.0)",no,4.1.0,CRAN,NA
rnaturalearth,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.0,NA,R (>= 3.1.1),"sp (>= 1.0.15), utils (>= 3.2.3), sf (>= 0.3-4)",no,4.1.0,CRAN,NA
robotstxt,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.7.13,NA,R (>= 3.0.0),"stringr (>= 1.0.0), httr (>= 1.0.0), spiderbar (>= 0.2.0),
future (>= 1.6.2), future.apply (>= 1.0.0), magrittr, utils",no,4.1.0,CRAN,NA
robustbase,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.93-7,NA,R (>= 3.1.0),"stats, graphics, utils, methods, DEoptimR",yes,4.1.0,CRAN,NA
roxygen2,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,7.1.1,NA,R (>= 3.2),"brew, commonmark, desc (>= 1.2.0), digest, knitr, methods,
pkgload (>= 1.0.2), purrr (>= 0.3.3), R6 (>= 2.1.2), Rcpp (>=
0.11.0), rlang, stringi, stringr (>= 1.0.0), utils, xml2",yes,4.1.0,CRAN,NA
rpart,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,4.1-15,recommended,"R (>= 2.15.0), graphics, stats, grDevices",NA,yes,4.1.0,CRAN,NA
rprojroot,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.0.2,NA,R (>= 3.0.0),NA,no,4.1.0,CRAN,NA
rsample,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.0,NA,R (>= 3.2),"dplyr (>= 1.0.0), purrr, tibble, rlang (>= 0.4.10), methods,
generics, tidyselect, furrr, tidyr, vctrs (>= 0.3.0), slider
(>= 0.1.5), ellipsis, lifecycle",no,4.1.0,CRAN,NA
rsconnect,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.8.24,NA,R (>= 3.0.0),"curl, digest, jsonlite, openssl, packrat (>= 0.6), rstudioapi
(>= 0.5), yaml (>= 2.1.5)",no,4.1.0,rstudio/rsconnect,GitHub
rscpages,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.0.0.9000,NA,NA,"R6, httr, jsonlite, tibble, htmlwidgets, reactable, dplyr,
magrittr, htmltools, glue, rlang, digest, crosstalk, reactR,
purrr",no,4.1.0,rstudio/rscpages,GitHub
RSelenium,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.7.7,NA,R (>= 3.0.0),"XML, methods, caTools, tools, utils, openssl, httr, wdman(>=
0.2.2), binman",no,4.1.0,CRAN,NA
RSQLite,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.2.7,NA,R (>= 3.1.0),"bit64, blob (>= 1.2.0), DBI (>= 1.1.0), memoise, methods,
pkgconfig, Rcpp (>= 0.12.7)",yes,4.1.0,CRAN,NA
rstanarm,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.21.1,NA,"R (>= 3.4.0), Rcpp (>= 0.12.0), methods","bayesplot (>= 1.7.0), ggplot2 (>= 2.2.1), lme4 (>= 1.1-8), loo
(>= 2.1.0), Matrix (>= 1.2-13), nlme (>= 3.1-124), rstan (>=
2.21.1), rstantools (>= 2.1.0), shinystan (>= 2.3.0), stats,
survival (>= 2.40.1), RcppParallel (>= 5.0.1), utils",yes,4.1.0,CRAN,NA
rstantools,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.1.1,NA,NA,"desc, stats, utils, Rcpp (>= 0.12.16), RcppParallel (>= 5.0.1)",no,4.1.0,CRAN,NA
rstatix,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.7.0,NA,R (>= 3.3.0),"stats, utils, tidyr (>= 1.0.0), purrr, broom (>= 0.7.4), rlang
(>= 0.3.1), tibble (>= 2.1.3), dplyr (>= 0.7.1), magrittr,
corrplot, tidyselect (>= 1.0.0), car, generics (>= 0.0.2)",no,4.1.0,CRAN,NA
rsthemes,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.1.9000,NA,NA,"cli, fs (>= 1.3.0), hms, purrr, rstudioapi (>= 0.9.0), sass
(>= 0.2.0.9002), utils",no,4.1.0,gadenbuie/rsthemes,GitHub
rstudioapi,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.13,NA,NA,NA,no,4.1.0,CRAN,NA
rsvg,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.1.2,NA,NA,NA,yes,4.1.0,CRAN,NA
Rttf2pt1,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.3.8,NA,R (>= 2.15),NA,yes,4.1.0,CRAN,NA
rtweet,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.7.0.9000,NA,R (>= 3.5.0),"bit64, curl, httr (>= 1.3.0), jsonlite (>= 0.9.22), lifecycle
(>= 1.0.0), progress, rappdirs, rlang (>= 0.4.10), tibble (>=
1.3.4), utils, withr",no,4.1.0,ropensci/rtweet,GitHub
rvcheck,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.8,NA,R (>= 3.4.0),"BiocManager, utils, rlang",no,4.1.0,CRAN,NA
rversions,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.0.2,NA,NA,"curl, utils, xml2 (>= 1.0.0)",no,4.1.0,CRAN,NA
rvest,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.0,NA,R (>= 3.2),"httr (>= 0.5), lifecycle (>= 1.0.0), magrittr, rlang (>=
0.4.10), selectr, tibble, xml2 (>= 1.3)",no,4.1.0,CRAN,NA
